token,lidar_pc_token,track_token,next_token,prev_token,x,y,z,width,length,height,vx,vy,vz,yaw,confidence
b'\xf4P\xb4wF\nR\x85',b'\x0eW\xda\xa66oS\xaa',"b'\xf9BGe)""^\x89'",b'\x0e\x86\xf4x\xbbM]f',b'Y\xc2\xfe\x9f\x05\xf8Rk',365187.30801991804,143604.3897331119,26.863428633708953,0.7994057204066978,0.9304182957067431,1.799369290361746,-0.8510326256430789,0.8264423736955344,0.038540789789755094,2.411811209387775,0.847288554232754
b';w~\xe2\x11\x81R\xdb',b'\x0eW\xda\xa66oS\xaa',b'kR\xb8l\xf4BZ\xfa',b'K\x02\x7f\xa0s\x19VH',b'\x9d\xe1\xe0B\xdd0X\xfa',365209.3704915562,143599.97361728063,26.205988945019882,0.7727316204290804,0.9166949185031827,1.715283282916655,-1.3811700332766659,0.20081625303044034,0.04757278048735677,2.998969572374561,0.8967509733397433
b'\xd3Ez\xe0AB_\x80',b'\x0eW\xda\xa66oS\xaa',"b'a.""\xc3jqX\x17'",b'aH\x18\x90R\xf5Qx',b'\xbe\x1a-\x0b\xb9\x8dW\xd2',365187.0844788658,143603.65491536856,26.848415057694016,0.7920744622040982,0.9233134610380681,1.7965934256350262,-0.9450737096399199,0.7836552153074202,0.03978176768182217,2.452767956331316,0.8580942404201087
b'\xa9)\xbcU@\xb7]\xdf',b'\x0eW\xda\xa66oS\xaa',b'\xd5\x81v_\xb0\xe1[\xa3',b'f\xd1\x1cf\x80\xa3Y\xdf',"b'\x03|,\xf38\xb0Zk'",365212.6299743976,143586.86011485168,26.087966968297234,1.877042531967163,4.553011894226074,1.580739974975586,0.0,0.0,0.0,-1.7621043797443199,0.8628776693454352
b'\x81\xdc\x14e\xf1\xadP\xff',b'\x0eW\xda\xa66oS\xaa',b'M\xa4\x94\xf2\x14Z[\x82',b'\xb3\xd2t\n\xf0CZ\x88',b'\x1ar\xcf\xf8D\xd7[\x86',365209.2221262837,143601.59070332744,26.208986725562543,0.805177963265507,0.9188087716757445,1.6758132394428467,-1.4482346462312945,0.08019896551472316,0.049668562816640116,3.07395525435643,0.8883874152125153
b'\x16\xee\xf8\xbe\x951R\xc0',b'\x0eW\xda\xa66oS\xaa',b'\x19\xba\xd0P\x93\x92Zp',b'8\x04\x9do\xd8\x11_\x88',b'\x82f\x91\x9b\x00r\\{',365203.60063065257,143598.8950816728,26.25025257743166,0.8248774609191369,1.0822713050937094,1.82306880287841,1.663880966014377,-0.05968706739426112,-0.048993421133241524,-0.09542158357756891,0.8731758062919209
b'\xc7\xa5Yk\xd2\xfdX\xf6',b'\x0eW\xda\xa66oS\xaa',b'^T\xf2\xa9x0\\\xad',b'\x87Ni:\xaa\xe5U\xb4',b'\x82\xdb\xfe\xf9\x0blV\xa0',365184.7252268195,143570.6272797821,26.144215543077376,0.41647578168644217,0.4092808989248694,0.8141426897018413,-0.0005034213619941237,-0.00017740217021362995,1.9309926055127585e-05,-2.5336381446555953,0.9232048447179597
b'\xc3M\xeb\x00c\x91P\x1b',b'\x0eW\xda\xa66oS\xaa',b'\xbc#\x80~\xb2MU\xec',b'\x13\xeb\xb4\x10f\x00\\\xf8',b'\\}\xac\xb3i \\\xd8',365184.33591175254,143570.35435347763,26.131732930712175,0.4067509304810742,0.3983646518110958,0.792299057806289,-0.0006345685761815073,-0.00013011266736759412,-6.333550329340188e-05,0.6370407365874815,0.9308875864103653
b'\xc0w<\x92wl]\x9a',b'\x0eW\xda\xa66oS\xaa',b'\x00R\xeb\x00\xb8\xb6P\xb7',b'\xa0|\xd2\x10\xa1\xfcSe',"b""\xedW\x81'?\r^\xeb""",365185.6464939051,143536.75283481678,26.415907837605957,0.9823960352232659,2.070961697203516,1.7521930209097734,0.008591682427451364,-0.019741379729605782,0.06151196088756034,-1.9652769850023613,0.9043559257214606
b'G\x83\x18\x03\x11\x8a^F',b'\x0eW\xda\xa66oS\xaa',b'su\xf1(\x86\xe3Q\x8a',b'\xad \x01\xd7\xd8\xc7\\\xd5',b'\xa2\xdfm\\}\xaeZi',365190.89081665914,143533.92023012758,26.01817362448329,0.39135030265401766,0.38781492296516173,0.7727507852491816,-8.099512241711718e-05,4.545193293508726e-05,6.75089176739527e-05,-0.020159865602889848,0.8913569942857962
"b""\xec'K]\xba:_\xb2""",b'\x0eW\xda\xa66oS\xaa',b'\xe6c\xf8\x10\xee\xfb_h',b'\x8b\x00\xc0\x8c\x12\xa8Z\x9a',b'v\xe2f4bV[\xb7',365190.7140440386,143531.9037097395,25.998610247637433,0.35456631275263634,0.3497144660906538,0.7297148531970934,-0.0013064854475578927,7.492617000394973e-05,-9.081123650044084e-05,-1.2331690874307695,0.8902356349646253
b'\xbe\x8ds\xeb\x8b/U\xa1',b'\x0eW\xda\xa66oS\xaa',b'\xbc\xe76\xb7\xd0\xa1QF',b'\x16\xebg{\x0f7Y\xab',b'=\xab\x17w\xed\x14]\xff',365189.3010476972,143532.4277761394,26.259860977690753,0.6876879898263617,0.6030613487141346,1.6576994422363198,-0.004562337299702919,-0.005836762787268164,0.0020866045673925684,0.06228824367691965,0.5729929475126271
b'\xeb\x7f\x1d\xc0H\t[=',b'\x0eW\xda\xa66oS\xaa',b'\x06\xfe\x0b\xb5\x80\xb9X\xc7',b'\\+L\xad9\x1f[\x8e',"b'\xf1\x02E{""k^z'",365190.66750964377,143529.79505921624,26.019914297425302,0.33943585647915286,0.33736783082945804,0.7159686140742294,0.0010385221614092857,5.81174928400614e-06,3.148827501757022e-05,-1.874315854540909,0.6867044761923685
b'%\xe7\xd5\xee\x9c\xf1W\xbd',b'\x0eW\xda\xa66oS\xaa',b'\xb0\xecX\t\xf5\xc2X-',"b'$u\x8c\xda""4[\xf2'",b'\xa2^Z\x0b\xffKZ\xa4',365186.6844284957,143533.57687300228,26.091405661316728,0.3403925773171946,0.3407308005116641,0.7292603050720687,0.00016648069287248003,-0.0004376382475261373,9.074939232369875e-05,-0.8583407036191528,0.7395614975842646
b'\xd7\xd4\xed\x96\r^Q\x88',b'\x0eW\xda\xa66oS\xaa',b'\xadU\x84\x00\x06\x90X\x11',b'\xfe\x86:\xdc\xfc\x82P\xb5',b'\xabY\xde\x8a\x83\xcd[r',365187.736779254,143536.49892101483,25.94583494655566,0.39663972596725744,0.3931703659551229,0.7826613370947416,0.0013613288575981793,-0.00029898802197571837,-6.810742152147872e-05,2.257850767617872,0.8518923821225506
b'SpL\xd5\xef\xf4U&',b'\x0eW\xda\xa66oS\xaa',b'I\x04]\x80\xdf>W\xaa',b'\x8e>\x89\x05\x88FW/',b'\x8f`d\xf8\x8eNU\xc6',365190.8634971919,143518.34576487655,26.49263441920453,1.9125434160232544,4.670823574066162,1.7350188493728638,6.470231136843054,-1.0477383059729966,-0.1925369608087042,-0.10227037661281964,0.8902316185512448
b'E\xee\x85J\x81+Z\xfc',b'\x0eW\xda\xa66oS\xaa',b'\xd7\x02\xe7bA\xa9X\xda',b'\xfaR\xbfo\x19\xcaQH',b'#\x85H{\xf7\xb9\\\xfa',365225.7608865537,143597.2220024529,26.32569898481596,0.7836731003755387,0.8554007837860886,1.7960313461793647,-1.4662440050301384,-0.17912642404096726,0.041747276963547984,-3.029532424110356,0.7020917308371868
b'\xcc)E\xe5\x04&Z\xd7',b'\x0eW\xda\xa66oS\xaa',b'r\xb0\x05*\xf5lT=',b'h\xc55\x11\xe3\x9e[\r',b'\x18\xe3\xc1\x87VV]{',365187.7346803574,143530.82662527938,26.2793776860456,0.3341479520995417,0.33020479310999157,0.7014346871615417,0.017039715680708153,-0.002289938837588027,0.0002586788381311086,2.229550503708089,0.4550137843683143
b'\x91K\xaa%\xfc\x0eR8',b'\x0eW\xda\xa66oS\xaa',b'G4\xccZ\xf7\xdf^\xc3',b'\x91\x10;\x01\x9b\xb6U\x8a',b'\x96\x15\xb4\x9a\xd0\xd8]\xa5',365187.3006237609,143535.25899471468,26.07470877570383,0.37414939236569844,0.3744225644015032,0.7592905396292413,0.0013624520282205259,-7.085965530833591e-05,-0.0001726824314048722,-0.8525296057854592,0.6234642716544799
b'\xc1\xc5k\xf3MIVr',b'\x0eW\xda\xa66oS\xaa',b'\x95mT\x11d\xc5\\m',b'\xa9\x8b9\x90\xb7{WG',b'\x00\xfd\xb0#}\xeeZ\x17',365185.6123619726,143531.75379866984,26.149051721225234,0.37076476216316223,0.37112700939178467,1.0075970888137817,0.0,0.0,0.0,-1.2327760504617213,0.48004499681131624
b'jF\xf7\x00Q\xf6Pp',b'\xee0\xe3\xf0\xe4\x8c_;',b'\x1f\x8b\xee\x10@\xfd]\x12',b'\x06\x98i\x95E\x88R9',b'\x91\x82@\xaf\x908^\xb9',365228.263453081,143631.742374988,26.413861216022998,2.0371692180633545,5.0179643630981445,2.0995166301727295,0.0,0.0,0.0,-1.9556562431402558,0.9268846399243535
b'/\x89\xbb\xde\xad\\Q\xf6',b'\xee0\xe3\xf0\xe4\x8c_;',b'/ji\xa7\x97\xecQU',b'\x0f\xe0cy\xd4\x12S\xfb',b'\xbczW\x8f\xe6\xce_\xdb',365214.2288371485,143598.13245970703,26.01614192492191,0.776712771955791,0.9406280974830278,1.6995937867122186,1.3651039823023579,0.1362030479713326,-0.03737826871249797,0.06409792693263983,0.8824686300710382
b'\x0e\x86\xf4x\xbbM]f',b'\xee0\xe3\xf0\xe4\x8c_;',"b'\xf9BGe)""^\x89'",b'\x94\xa3\xf0hT\xa1W\xe2',b'\xf4P\xb4wF\nR\x85',365187.2703025481,143604.43916674066,26.873294384192885,0.8006374229959493,0.9305470153140698,1.8010986003653922,-0.8447799137915529,0.8483935790667135,0.03853216815675225,2.4046128434391907,0.8451753808441559
b'K\x02\x7f\xa0s\x19VH',b'\xee0\xe3\xf0\xe4\x8c_;',b'kR\xb8l\xf4BZ\xfa',b'\x05\x90\xad\x84\xb6\xabS\x7f',b';w~\xe2\x11\x81R\xdb',365209.3038664822,143599.98041104226,26.215255876487298,0.771759721400207,0.9159660330480704,1.7142255916076428,-1.3731830212291396,0.18515814632226538,0.04729132362681561,3.001588601635115,0.894999705110342
b'aH\x18\x90R\xf5Qx',b'\xee0\xe3\xf0\xe4\x8c_;',"b'a.""\xc3jqX\x17'",b'\x8ej<k\xfb\xf9P\x83',b'\xd3Ez\xe0AB_\x80',365187.0380123026,143603.6945649141,26.857244682439934,0.7926367437588109,0.9225279765458434,1.7964953334549563,-0.9207484249351772,0.789064481001688,0.03938426404277849,2.4458061305368677,0.8601116707355222
b'f\xd1\x1cf\x80\xa3Y\xdf',b'\xee0\xe3\xf0\xe4\x8c_;',b'\xd5\x81v_\xb0\xe1[\xa3',b'\xe0\x10\xe2\x10\x1b\x81[\xc8',b'\xa9)\xbcU@\xb7]\xdf',365212.6329098994,143586.8618836836,26.098751926078155,1.889997959136963,4.563083171844482,1.5671329498291016,0.0,0.0,0.0,-1.7668593020312617,1.0
b'\xb3\xd2t\n\xf0CZ\x88',b'\xee0\xe3\xf0\xe4\x8c_;',b'M\xa4\x94\xf2\x14Z[\x82',b'\xd6\x18ss\n\x87^\xbc',b'\x81\xdc\x14e\xf1\xadP\xff',365209.149071961,143601.5921472518,26.21952901719576,0.8061917921666516,0.9196619305109728,1.6767172636910443,-1.4490594055349644,0.07701124463754351,0.049440508119190284,3.0754540978813125,0.8888431389792691
b'8\x04\x9do\xd8\x11_\x88',b'\xee0\xe3\xf0\xe4\x8c_;',b'\x19\xba\xd0P\x93\x92Zp',b'\x1e\xdfi\xdd\x80\xe9Wf',b'\x16\xee\xf8\xbe\x951R\xc0',365203.6830581656,143598.89454483552,26.2575342861549,0.8245744883485282,1.0833289600774432,1.8231984364991702,1.6404193057894465,-0.059259719771205956,-0.04870499030969196,-0.08877536967917354,0.874907465407537
b'\x87Ni:\xaa\xe5U\xb4',b'\xee0\xe3\xf0\xe4\x8c_;',b'^T\xf2\xa9x0\\\xad',b'zo\x92\x17\x88\x99X\xf0',b'\xc7\xa5Yk\xd2\xfdX\xf6',365184.72837419127,143570.6329850328,26.147363867546577,0.4162176517097589,0.4090118118956566,0.8150567726573315,-0.0001056450030222402,3.8154920373157205e-05,3.131554700080519e-05,-2.5227812526957987,0.9305431522045983
b'\x13\xeb\xb4\x10f\x00\\\xf8',b'\xee0\xe3\xf0\xe4\x8c_;',b'\xbc#\x80~\xb2MU\xec',b'C\\\xca\xbf{\x13Z\xc6',b'\xc3M\xeb\x00c\x91P\x1b',365184.3151543794,143570.3294358872,26.1363686631989,0.40637004757560374,0.3987507979862115,0.7913500350696145,-0.002335252950755075,-0.0007034157575082842,3.7013170774262834e-06,0.6567552196331743,0.9293774744837753
b'\xa0|\xd2\x10\xa1\xfcSe',b'\xee0\xe3\xf0\xe4\x8c_;',b'\x00R\xeb\x00\xb8\xb6P\xb7',b'\xba\xdc\x16\xb7\xc6\x06Z\x82',b'\xc0w<\x92wl]\x9a',365185.6504092802,143536.7502330186,26.41784390773961,0.9794603623541901,2.069394393787032,1.748831644211006,0.014074913739240878,-0.0190277871536507,0.060026947427075705,-1.9796583664201155,0.9055492065128247
b'\xad \x01\xd7\xd8\xc7\\\xd5',b'\xee0\xe3\xf0\xe4\x8c_;',b'su\xf1(\x86\xe3Q\x8a',b'\xfd\xcb\x9e]q|\\\xa0',b'G\x83\x18\x03\x11\x8a^F',365190.8939354859,143533.92452249068,26.004849965553458,0.39193929431738506,0.38847384729320406,0.7725964149510591,0.00021565298389761127,0.0001348379246536602,-6.357135948776722e-05,-0.028018359618604105,0.8745834322131691
b'\x8b\x00\xc0\x8c\x12\xa8Z\x9a',b'\xee0\xe3\xf0\xe4\x8c_;',b'\xe6c\xf8\x10\xee\xfb_h',b'[\x13*\x1a\xf3\x86\\W',"b""\xec'K]\xba:_\xb2""",365190.6992366767,143531.9218504015,26.000291717098232,0.35224636269377463,0.3474352889925167,0.729594657066923,-0.0023205878453348883,0.0005003607167290884,-3.001216684061383e-05,-1.226710091761764,0.9024809775884132
b'\x16\xebg{\x0f7Y\xab',b'\xee0\xe3\xf0\xe4\x8c_;',b'\xbc\xe76\xb7\xd0\xa1QF',b'/\xec\x9ce\x02\xf8Uf',b'\xbe\x8ds\xeb\x8b/U\xa1',365189.3008196579,143532.42748440048,26.259965272446845,0.6876879898263617,0.6030613487141346,1.6576994422363198,-0.004562337299702919,-0.005836762787268164,0.0020866045673925684,0.06228824367691965,0.5729929475126271
b'\\+L\xad9\x1f[\x8e',b'\xee0\xe3\xf0\xe4\x8c_;',b'\x06\xfe\x0b\xb5\x80\xb9X\xc7',b'\xcae]\x1eM8Qi',b'\xeb\x7f\x1d\xc0H\t[=',365190.6643625643,143529.78519121607,26.021837740962052,0.33799506969246407,0.33636108352115557,0.7162705735008602,0.0005160873884983365,-0.0002445579630166686,2.8235667157037206e-05,-1.8950765529137203,0.6980779564214518
"b'$u\x8c\xda""4[\xf2'",b'\xee0\xe3\xf0\xe4\x8c_;',b'\xb0\xecX\t\xf5\xc2X-',b'\xaf2\x953\x82\x9c^\xab',b'%\xe7\xd5\xee\x9c\xf1W\xbd',365186.67338014516,143533.5669945811,26.08452697155439,0.33742485344165,0.3380793451748423,0.7265268854021787,-0.0008563069827596825,-0.0005078642529174498,-6.9851212857069975e-06,-0.8509013036477335,0.7318091209995595
b'\xfe\x86:\xdc\xfc\x82P\xb5',b'\xee0\xe3\xf0\xe4\x8c_;',b'\xadU\x84\x00\x06\x90X\x11',b'\x85\xa3\xbcB\xb6\x0eR+',b'\xd7\xd4\xed\x96\r^Q\x88',365187.7349052778,143536.49457473485,25.94425785095469,0.3944376376504677,0.39061385316331215,0.7814990429602608,0.0008770062751556193,-0.00028658478284840133,-4.2697331138845377e-05,2.2586208299396873,0.862111869195571
b'\x8e>\x89\x05\x88FW/',b'\xee0\xe3\xf0\xe4\x8c_;',b'I\x04]\x80\xdf>W\xaa',b'\xec\x94\xf9\xb1U\x94]@',b'SpL\xd5\xef\xf4U&',365191.1577537971,143518.3008032422,26.483897485670607,1.906862497329712,4.655092239379883,1.7302888631820679,6.58209201627797,-1.1268208509624258,-0.2044541390990433,-0.11811817471414464,1.0
b'\xfaR\xbfo\x19\xcaQH',b'\xee0\xe3\xf0\xe4\x8c_;',b'\xd7\x02\xe7bA\xa9X\xda',b'\xb5D\xe4J/\xf7R#',b'E\xee\x85J\x81+Z\xfc',365225.69012501097,143597.2208458022,26.33159859959362,0.7837748634925201,0.8557805758491562,1.7962345200775598,-1.3953464164609257,-0.17400701445164962,0.04099854728995379,-3.0240522630935747,0.7022278667836074
b'h\xc55\x11\xe3\x9e[\r',b'\xee0\xe3\xf0\xe4\x8c_;',b'r\xb0\x05*\xf5lT=',b'\x1f\xbb\x85\x94\\\x15V\x93',b'\xcc)E\xe5\x04&Z\xd7',365187.72946509224,143530.81982831264,26.283692452317844,0.33558899446383084,0.33164239298179593,0.7047011225701048,0.012238651498758423,-0.0015255704643715624,0.00014688297230526146,2.3421122862916848,0.4528943629257205
b'\x91\x10;\x01\x9b\xb6U\x8a',b'\xee0\xe3\xf0\xe4\x8c_;',b'G4\xccZ\xf7\xdf^\xc3',b'\x7f!v\xaa\xe5{U\x1e',b'\x91K\xaa%\xfc\x0eR8',365187.3006918603,143535.2589911729,26.07470014451786,0.37414939236569844,0.3744225644015032,0.7592905396292413,0.0013624520282205259,-7.085965530833591e-05,-0.0001726824314048722,-0.8525296057854592,0.6234642716544799
b'\xa9\x8b9\x90\xb7{WG',b'\xee0\xe3\xf0\xe4\x8c_;',b'\x95mT\x11d\xc5\\m',b'o7j%g\x8aV\xd1',b'\xc1\xc5k\xf3MIVr',365185.6123619726,143531.75379866984,26.149051721225234,0.37076476216316223,0.37112700939178467,1.0075970888137817,0.0,0.0,0.0,-1.2327760504617213,0.48004499681131624
b'\x06\x98i\x95E\x88R9',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\x1f\x8b\xee\x10@\xfd]\x12',b'{N\xe5@O\x11_C',b'jF\xf7\x00Q\xf6Pp',365228.2821746238,143631.74369189714,26.41151376371432,2.0577218532562256,5.03200626373291,2.102205276489258,0.0,0.0,0.0,-1.9576276050229433,0.8353114743342139
b'\x0f\xe0cy\xd4\x12S\xfb',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'/ji\xa7\x97\xecQU',b'\xb2\xc7HO\xc39]\xaf',b'/\x89\xbb\xde\xad\\Q\xf6',365214.3002742164,143598.14174230528,26.021061363949595,0.7769994224386079,0.9416591408791393,1.7005860656171667,1.3776152587953048,0.14555579509587616,-0.03762049807460428,0.06993736478775903,0.8806216406932049
b'\x94\xa3\xf0hT\xa1W\xe2',b'\x18\xa3\xfe\n\xdb\x94U\xd2',"b'\xf9BGe)""^\x89'",b'\x7fL4\xb2\xb6\x0bU\xac',b'\x0e\x86\xf4x\xbbM]f',365187.23498937284,143604.48278717318,26.88196587465235,0.8013498799123978,0.9300084741989169,1.8009961203592524,-0.7974468536238912,0.8500673344935645,0.037707122460311576,2.3884031303592197,0.8475010946981326
b'\x05\x90\xad\x84\xb6\xabS\x7f',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'kR\xb8l\xf4BZ\xfa',b'K\r+E\xc3]U\xb2',b'K\x02\x7f\xa0s\x19VH',365209.2344597296,143599.98823227888,26.225617362327785,0.7702807806695552,0.9161228639706331,1.7127357860206907,-1.3761128735289858,0.18347393844441157,0.047206406084969954,3.0023557862435286,0.8917812805966917
b'\x8ej<k\xfb\xf9P\x83',b'\x18\xa3\xfe\n\xdb\x94U\xd2',"b'a.""\xc3jqX\x17'",b'Yu\n\xa2\x06\xe9Q\xf2',b'aH\x18\x90R\xf5Qx',365186.9990643839,143603.73416100175,26.865191226321908,0.7928083982161027,0.9210605020006781,1.794869429543173,-0.8589961513488292,0.7923814088836287,0.038525306735329126,2.4306014506031044,0.8589747274168469
b'\xe0\x10\xe2\x10\x1b\x81[\xc8',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\xd5\x81v_\xb0\xe1[\xa3',b'\x92\xe5\x13\t}G]*',b'f\xd1\x1cf\x80\xa3Y\xdf',365212.6245434987,143586.85887655587,26.100405310290387,1.8871104717254639,4.55762243270874,1.5637469291687012,0.0,0.0,0.0,-1.7651613748763808,1.0
b'\xd6\x18ss\n\x87^\xbc',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'M\xa4\x94\xf2\x14Z[\x82',b':\x87D\xf0\x8a\xe2PD',b'\xb3\xd2t\n\xf0CZ\x88',365209.07043770596,143601.59093244918,26.230122643006084,0.8066846010722059,0.9205247513387581,1.6775248336278952,-1.4802293017948056,0.05673385398108971,0.04964896285596342,3.0807122714635717,0.8871815985744875
b'\x1e\xdfi\xdd\x80\xe9Wf',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\x19\xba\xd0P\x93\x92Zp',b'\xc4_JeY\x01Xc',b'8\x04\x9do\xd8\x11_\x88',365203.75998244144,143598.8960182409,26.26436762044631,0.8241229206852103,1.0840401594549143,1.8239604869375956,1.6039117695832146,-0.04116305305019775,-0.04817752999679983,-0.07948760478737782,0.8750958669530952
b'zo\x92\x17\x88\x99X\xf0',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'^T\xf2\xa9x0\\\xad',b'`h\xebAC<P\x95',b'\x87Ni:\xaa\xe5U\xb4',365184.74263606715,143570.63423833658,26.16123328797951,0.4203043269433032,0.4120890212522191,0.818675541705493,0.0011894288252884795,5.413293716715321e-05,0.0001131253657867059,-2.518856490879257,0.8949464209352606
b'C\\\xca\xbf{\x13Z\xc6',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\xbc#\x80~\xb2MU\xec',b'\x14U\x84*\nUUB',b'\x13\xeb\xb4\x10f\x00\\\xf8',365184.3270373362,143570.33743119863,26.145271768573856,0.4107221178581355,0.4024543980378393,0.7963801379647591,-0.0007323760992459377,-0.00021629723115770144,6.504425184382135e-05,0.6730955056863932,0.9350050242207014
b'\xba\xdc\x16\xb7\xc6\x06Z\x82',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\x00R\xeb\x00\xb8\xb6P\xb7',b'\xff\xff\xc6D}\xf7\\\x0c',b'\xa0|\xd2\x10\xa1\xfcSe',365185.6499136707,143536.74280733164,26.420984793618683,0.9780575404684262,2.0691240458434486,1.7476198243278036,0.008731351265832006,-0.030195946405597685,0.059033151099744614,-1.9868697194750216,0.9063370319018177
b'\xfd\xcb\x9e]q|\\\xa0',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'su\xf1(\x86\xe3Q\x8a',b'\x0f\x80\xcd\xe7\xdai_\xab',b'\xad \x01\xd7\xd8\xc7\\\xd5',365190.8857876646,143533.91942883842,26.009528534096575,0.390109557637082,0.3865300175307639,0.7728540035208828,-0.000560317186833613,-4.804025468268001e-05,3.899104791815522e-06,-0.04726436261554978,0.8750475401712808
b'[\x13*\x1a\xf3\x86\\W',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\xe6c\xf8\x10\xee\xfb_h',b'H\xa0\xc7\x12\x0cqUl',b'\x8b\x00\xc0\x8c\x12\xa8Z\x9a',365190.7142779047,143531.91818863055,26.002061440358787,0.3540178421311804,0.3497086155074468,0.7322543107030736,-0.0004398397824241858,0.0002047681362573133,-1.2823879246212508e-06,-1.234711483075091,0.9104095677354297
b'/\xec\x9ce\x02\xf8Uf',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\xbc\xe76\xb7\xd0\xa1QF',b'\xe1\x7f\xb5\xc5M\xc0V\xa4',b'\x16\xebg{\x0f7Y\xab',365189.3005916049,143532.42719264407,26.26006957346275,0.6876879898263617,0.6030613487141346,1.6576994422363198,-0.004562337299702919,-0.005836762787268164,0.0020866045673925684,0.06228824367691965,0.5729929475126271
b'\xcae]\x1eM8Qi',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\x06\xfe\x0b\xb5\x80\xb9X\xc7',b'i\xf7$\xf1\xc4\xe2S\xdc',b'\\+L\xad9\x1f[\x8e',365190.6570335036,143529.78880170945,26.02409666845915,0.3395516063248906,0.3377404545066455,0.7159471288162413,-0.0002570134993011195,-5.4320621097238265e-05,2.911968453896157e-05,-1.8802348251593561,0.7180690389655243
b'\xaf2\x953\x82\x9c^\xab',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\xb0\xecX\t\xf5\xc2X-',b'\xdb\x9e\xda\\\xce\nT$',"b'$u\x8c\xda""4[\xf2'",365186.66756549524,143533.5730142965,26.095869012374255,0.3381243668770004,0.3392805578002744,0.7259049952483887,-0.0011745209712066954,-0.00014995487568877973,7.745457737672727e-05,-0.8330347091489139,0.7264671814068289
b'\x85\xa3\xbcB\xb6\x0eR+',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\xadU\x84\x00\x06\x90X\x11',b'\x17\x0fe\xa1\x81~_\xe5',b'\xfe\x86:\xdc\xfc\x82P\xb5',365187.734812756,143536.4898106699,25.953864572130737,0.38908321478448005,0.38603069921072786,0.7792373194258431,0.0006642704402255969,-0.0002897347296423382,4.86041730018307e-05,2.26335043993004,0.859196972641364
b'\xec\x94\xf9\xb1U\x94]@',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'I\x04]\x80\xdf>W\xaa',"b'FM\xde\x8b\x1f\xeaW,'",b'\x8e>\x89\x05\x88FW/',365191.5410280407,143518.23918680355,26.472882641059584,1.9019893407821655,4.668003082275391,1.7036598920822144,6.537304510307623,-1.2254739293329355,-0.1975646797507657,-0.13750851783924312,1.0
b'\xb5D\xe4J/\xf7R#',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\xd7\x02\xe7bA\xa9X\xda',b'zx\xbc\x07[\xe5R\x95',b'\xfaR\xbfo\x19\xcaQH',365225.61934798956,143597.22400874575,26.33861668097918,0.783774360801451,0.8566997970828142,1.7963987188747246,-1.3677209200832678,-0.1386431957648866,0.0407828061878476,-3.027592698119012,0.7027882472068346
b'\x1f\xbb\x85\x94\\\x15V\x93',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'r\xb0\x05*\xf5lT=',b'\xc6\xf9\xf2\x02\xe7\xb8S\x84',b'h\xc55\x11\xe3\x9e[\r',365187.7300768535,143530.81975205548,26.283699794410097,0.33558899446383084,0.33164239298179593,0.7047011225701048,0.012238651498758423,-0.0015255704643715624,0.00014688297230526146,2.3421122862916848,0.4528943629257205
b'\x7f!v\xaa\xe5{U\x1e',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'G4\xccZ\xf7\xdf^\xc3',"b""\xaf\xe0\xff\x12p'XO""",b'\x91\x10;\x01\x9b\xb6U\x8a',365187.30075996387,143535.2589876309,26.074691512813843,0.37414939236569844,0.3744225644015032,0.7592905396292413,0.0013624520282205259,-7.085965530833591e-05,-0.0001726824314048722,-0.8525296057854592,0.6234642716544799
b'o7j%g\x8aV\xd1',b'\x18\xa3\xfe\n\xdb\x94U\xd2',b'\x95mT\x11d\xc5\\m',b'\xa7J\x06\xcfl\xb6U\x1a',b'\xa9\x8b9\x90\xb7{WG',365185.6123619726,143531.75379866984,26.149051721225234,0.37076476216316223,0.37112700939178467,1.0075970888137817,0.0,0.0,0.0,-1.2327760504617213,0.48004499681131624
b'{N\xe5@O\x11_C',b'\x95G\xac\xd3Y\xb9W\xb9',b'\x1f\x8b\xee\x10@\xfd]\x12',b'\x0e\\\xe0\xcap\xf6Wm',b'\x06\x98i\x95E\x88R9',365228.2584649326,143631.7469725452,26.421762457503124,2.1007020473480225,5.085315704345703,2.166116952896118,0.0,0.0,0.0,-1.9564359157559215,0.9155120029556001
