token,category_token,width,length,height
b'\xf7\xdb\xf3\xf7[\xcfW9',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.40011102375104846,0.3966253041131156,0.777195473108985
b'\xffeG\x95I\xb5Tv',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4552372660732325,0.45173010417598397,0.9811627326088003
b'\xbd\xdf\xa4\x8c\xe6 T\xfc',b'l\xad\x90n\xb0\xb9K\xb5',0.9986886875860422,1.088714034687595,1.5826502126447681
b'4\xb9\xf9\x1d]hXS',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.41962538088180246,0.4162577692824133,0.7909338953317128
b'\xe6\xf4a\xb0\x02\xccP2',b'l\xad\x90n\xb0\xb9K\xb5',0.7384517587420116,0.7759539484977722,1.4323235176547764
b'\xe6\xee{\xac\x8ebPz',b'l\xad\x90n\xb0\xb9K\xb5',0.6692898553058272,0.6945301951241658,0.9849483038648561
b'\xd1\x0b\x8e\x82\xf0UPx',b'e?~\xfb\xb9QL\xe7',2.4643187459413096,0.5382078111749172,0.8591735458627794
b'\x12\xd0\xc8\x0e\x97\xb7]d',b'\xfdi\x05\x9bb\xa3F\x9f',2.589516282081604,7.297992706298828,3.3378286361694336
b'\xe7\xe9\xed\xbf\xa4\xecZ\xc5',b'l\xad\x90n\xb0\xb9K\xb5',0.8616702320685368,0.8720380318768487,1.775300260764295
b'\xb8\xa5\xa5J\xb1\xe5R[',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.4511756896972656,0.4524994492530823,1.2137322473171006
b'\x86\x98\xee\xef\xdcu_\x94',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3998586084731784,0.4037888015734846,1.2968778079578418
b'\xa5\xd6?\xae\xaa\x95V\xca',b'\xfdi\x05\x9bb\xa3F\x9f',1.976485252380371,4.656019687652588,1.8353052139282227
b'M\x9d$\n2\xa2]\xd7',b'l\xad\x90n\xb0\xb9K\xb5',0.8450499356793889,0.9542335107888491,1.7811218858446953
b'\x0cagSW\xcaX\x84',b'\xfdi\x05\x9bb\xa3F\x9f',1.909583282470703,4.5129190444946286,1.848080539703369
b'eM\xdb\n\xc2\x03W\x17',b'\x85\xab\xeb\xdc\xcdMF\xc7',0.3493231534957886,0.34913217596364554,1.3099900484085083
b'\xe6\xde\xca\x99\xf2\xdd[R',b'\xfdi\x05\x9bb\xa3F\x9f',2.037185716629028,5.273572206497192,2.1332648515701296
b'\xa3\x90\xbbc\xcba\\\x91',b'\xfc\x95\xc8{\x80oH\xf8',0.8883581414936367,1.8491889832597448,1.818909732728358
b'f\xa8\xf18|\xe8]\x9d',b'e?~\xfb\xb9QL\xe7',3.2585215359394244,0.6577697067987909,0.9986581206321716
